import time: self [us] | cumulative | imported package
import time:      2010 |     121185 |                         torch.utils._debug_mode
import time:      7148 |     128332 |                       torch._higher_order_ops.invoke_subgraph
import time:      2249 |       2249 |                       torch._higher_order_ops.local_map
import time:      1618 |       1618 |                       torch._higher_order_ops.map
import time:      2249 |       2249 |                       torch._higher_order_ops.out_dtype
import time:      1130 |       1130 |                       torch._higher_order_ops.run_const_graph
import time:      1188 |       1188 |                         torch._higher_order_ops.partitioner
import time:      3520 |       4707 |                       torch._higher_order_ops.scan
import time:      1150 |       1150 |                       torch._higher_order_ops.strict_mode
import time:      1997 |       1997 |                       torch._higher_order_ops.while_loop
import time:      3946 |       3946 |                       torch._higher_order_ops.wrap
import time:     16353 |     246267 |                     torch._higher_order_ops
import time:       170 |     246436 |                   torch._higher_order_ops.flat_apply
import time:      3124 |     262761 |                 torch._export.wrappers
import time:      1393 |       1393 |                 torch._export.config
import time:      8284 |     291941 |               torch._export
import time:       125 |     292066 |             torch._export.utils
import time:      2050 |     294115 |           torch.export.decomp_utils
import time:      1590 |       1590 |               torch._export.verifier
import time:      7920 |       9510 |             torch.export.exported_program
import time:     10898 |      20407 |           torch.export.dynamic_shapes
import time:      1449 |       1449 |             torch.export._remove_effect_tokens_pass
import time:     11339 |      12787 |           torch.export.unflatten
import time:      5797 |     511520 |         torch.export
import time:       711 |        711 |           torch._functorch.batch_norm_replacement
import time:      2394 |       2394 |             torch.fx.experimental.const_fold
